CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,SUBSCRIPTION DURATION,Canceled,Revenue
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1489
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1968
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2534
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1941
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2026
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2422
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2351
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1250
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2904
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1509
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1163
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1363
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1912
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2806
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1293
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1999
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2837
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1067
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2488
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1549
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2119
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1605
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1112
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1772
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1116
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1717
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1262
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1193
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2262
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1843
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2387
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1394
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1699
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1194
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2131
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1966
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2941
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2514
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1039
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2258
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2374
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2394
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1220
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2487
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2778
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2319
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2954
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2344
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1995
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2457
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2285
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1811
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1274
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1580
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2728
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2124
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1891
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2357
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2378
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1515
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1303
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2081
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2866
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1590
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2463
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1019
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1044
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1732
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2617
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1508
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1706
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1241
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2106
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1065
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2174
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1235
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2519
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1685
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2192
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1870
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1967
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1055
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1906
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1783
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2566
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2868
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2886
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1695
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2629
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2861
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1903
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1372
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2637
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1668
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1308
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1769
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2554
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2920
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1024
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1266
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2719
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1363
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2686
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1375
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2207
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2468
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1389
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1227
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1722
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2633
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2937
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1307
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2895
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1817
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1717
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1669
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1210
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2206
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2313
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2935
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2867
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1231
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1753
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1996
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2773
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1566
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2126
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1102
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1632
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2227
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1113
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2203
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2923
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2521
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1975
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2967
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2240
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2389
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2881
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2314
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2137
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1136
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1934
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2244
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1058
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1005
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2054
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2887
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1132
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1742
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1282
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1046
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2509
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1406
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2906
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1889
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1653
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2793
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2631
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2634
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2195
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1010
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2041
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1747
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1545
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1121
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1726
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1305
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1810
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2341
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1825
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2287
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2999
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2021
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1404
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1430
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2573
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2444
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2884
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1923
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2524
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2152
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1023
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1347
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2715
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2822
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2449
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2075
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2371
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2522
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1395
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1872
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1559
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2976
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2183
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2650
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1886
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1279
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1523
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1468
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2506
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2442
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2395
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2963
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2450
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2995
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1756
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2666
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1698
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1450
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2101
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1272
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2974
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1196
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1940
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2083
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1756
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2442
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1465
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1171
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1778
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2638
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1501
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2685
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2925
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2962
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1157
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1326
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2005
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1041
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1536
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2404
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1159
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1740
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1650
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1998
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2788
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1005
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1954
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1969
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2299
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2866
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2828
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1364
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1153
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2163
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2847
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2300
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2137
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2284
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2665
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1271
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2549
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2109
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1402
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2869
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1011
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2896
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2947
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1037
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1327
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2023
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2540
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1720
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1092
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1549
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1254
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2556
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2364
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2367
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1174
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2350
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2892
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2284
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2046
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2073
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1952
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2584
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1539
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1097
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1101
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1838
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1310
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2663
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1622
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2813
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2608
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1794
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2340
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1897
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1765
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1832
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1807
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2714
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1948
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1357
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1325
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2044
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2255
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2112
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1890
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2645
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1623
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2260
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2286
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1393
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1662
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2466
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2359
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1650
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1213
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2105
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1372
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1561
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2266
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1880
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1360
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1131
